supplier,group,name,unit,size_mm,weight_kg,price_rub,note
АРС-БЕТОН,Дорожные плиты,ПД 300.120.12-15,шт.,2990х1180х120,1050.0,7300.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,"2ПП 15-1 (отступ 28,5см)",шт.,1700х160,680.0,2950.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,"2ПП 15-2 (отступ 28,5см)",шт.,1700х160,700.0,3600.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,2ПП 20-2 (отв 1м),шт.,2200х160,1050.0,6500.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,2ПП 25-2 (сквозное/ниша),шт.,2700х200,2300.0,19000.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,3ПП 15-1 (отв 1м),шт.,1700х160,660.0,3650.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,3ПП 15-2 (отв 1м),шт.,1700х160,680.0,3850.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,4ПП 20-2 (сквозное/ниша),шт.,2200х160,1000.0,8150.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,КО-1,шт.,900х580х100,80.0,700.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,"КО-1,5",шт.,900х600х150,125.0,900.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,КО-6,шт.,840х580х70,50.0,680.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,КС 10-10,шт.,1160х1000х990,650.0,2350.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,КС 10-3,шт.,1160х1000х290,190.0,1200.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,КС 10-5,шт.,1160х1000х490,335.0,1400.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,КС 10-6,шт.,1160х1000х590,390.0,1550.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,КС 10-9,шт.,1160х1000х890,570.0,2150.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,КС 12-10,шт.,1360х1200х990,900.0,3250.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,КС 12-3,шт.,1360х1200х290,270.0,1850.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,КС 12-5,шт.,1360х1200х490,270.0,2300.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,КС 12-6,шт.,1360х1200х590,540.0,2500.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,КС 12-9,шт.,1360х1200х890,810.0,3050.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,КС 13-6,шт.,1410х1250х590,500.0,2650.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,КС 13-9,шт.,1410х1250х890,750.0,3850.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,КС 15-10,шт.,1680х1500х990,1150.0,4100.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,КС 15-3,шт.,1680х1500х300,320.0,2300.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,КС 15-5,шт.,1680х1500х490,550.0,2650.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,КС 15-6,шт.,1680х1500х590,560.0,2750.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,КС 15-9,шт.,1680х1500х890,950.0,3850.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,КС 20-10,шт.,2200х2000х1000,1650.0,6550.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,КС 20-5,шт.,2200х2000х490,800.0,4750.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,КС 20-6,шт.,2200х2000х600,1000.0,4950.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,КС 20-9,шт.,2200х2000х900,1400.0,5800.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,КС 25-6,шт.,2700х2500х590,1200.0,12850.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,КС 25-9,шт.,2700х2500х890,2200.0,16450.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,КС 7-1,шт.,840х700х100,50.0,680.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,"КС 7-1,5",шт.,840х700х150,60.0,680.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,КС 7-10,шт.,840х700х990,400.0,1750.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,КС 7-3,шт.,840х700х300,130.0,890.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,КС 7-5,шт.,840х700х490,220.0,1100.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,КС 7-6,шт.,840х700х590,240.0,1200.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,КС 7-9,шт.,840х700х890,380.0,1650.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,ПН 10,шт.,1160х100,260.0,1400.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,"ПН 10 d-1,5м ГОСТ",шт.,1500х100,450.0,4800.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,ПН 12,шт.,1400х130,400.0,2000.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,ПН 15,шт.,1700х120,700.0,3050.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,ПН 15 d-2м ГОСТ,шт.,2000х120,950.0,9600.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,ПН 20,шт.,2200х120,1050.0,5500.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,"ПН 20 d-2,5м ГОСТ",шт.,2500х120,1480.0,15200.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,ПН 25,шт.,2700х140,2450.0,16000.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,ПН 25 d-3м ГОСТ,шт.,3000х140,3300.0,37500.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,ПН 7,шт.,860х100,120.0,770.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,ПН 8,шт.,960х100,190.0,1300.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,ПП 10-1,шт.,1160х120,200.0,1250.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,ПП 10-2,шт.,1160х120,250.0,1650.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,ПП 12-2,шт.,1400х150,450.0,2100.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,ПП 15-1,шт.,1700х160,680.0,2950.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,ПП 15-2,шт.,1700х160,700.0,3400.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,ПП 20-1,шт.,2200х160,1100.0,5400.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,ПП 20-2,шт.,2200х160,1400.0,6300.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,ПП 25-2,шт.,2700х200,2700.0,18000.0,Цена с НДС
АРС-БЕТОН,Кольца и элементы колодцев,ПП 8-1,шт.,960х110,160.0,1200.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 150.300.150-15,шт.,1480х3000х1500,3600.0,26000.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 150.300.150-2,шт.,1480х3000х1500,3600.0,22700.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.120.45-3,шт.,2990х1180х450,1380.0,6600.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.120.60-1,шт.,2990х1180х600,1580.0,7900.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.120.60-10,шт.,2990х1180х600,1580.0,9200.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.120.60-3,шт.,2990х1180х600,1580.0,8150.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.120.60-4,шт.,2990х1180х600,1580.0,8400.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.120.90-1,шт.,2990х1180х900,1980.0,10500.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.120.90-3,шт.,2990х1180х900,1980.0,10950.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.120.90-4,шт.,2990х1180х900,1980.0,11500.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.150.45-1,шт.,2990х1480х450,1630.0,9900.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.150.45-11,шт.,2990х1480х450,1630.0,10500.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.150.45-3,шт.,2990х1480х450,1630.0,10300.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.150.60-1,шт.,2990х1480х600,1880.0,11450.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.150.60-3,шт.,2990х1480х600,1880.0,11850.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.150.60-4,шт.,2990х1480х600,1880.0,12200.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.150.60-9,шт.,2990х1480х600,1880.0,13550.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.150.90-1,шт.,2990х1480х900,2500.0,14100.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.150.90-3,шт.,2990х1480х900,2500.0,14500.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.150.90-4,шт.,2990х1480х900,2500.0,15150.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.150.90-6,шт.,2990х1480х900,2500.0,15450.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.150.90-8А,шт.,2990х1480х900,3200.0,17450.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.180.60-1,шт.,2990х1780х600,2450.0,13800.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.180.60-3,шт.,2990х1780х600,2450.0,14200.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.180.60-4,шт.,2990х1780х600,2450.0,15250.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.180.60-8А,шт.,2990х1780х600,2450.0,15750.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.180.90-1,шт.,2990х1780х900,2950.0,16700.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.180.90-3,шт.,2990х1780х900,2950.0,17150.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.180.90-4,шт.,2990х1780х900,2950.0,17800.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.180.90-6,шт.,2990х1780х900,2950.0,18400.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.180.90-6а,шт.,2990х1780х900,2950.0,19050.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.210.120-3,шт.,2990х2100х1200,4100.0,28150.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.210.90-13,шт.,2990х2100х900,3450.0,24050.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.45.30-1,шт.,2990х450х300,450.0,2900.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.45.45-1,шт.,2990х450х450,600.0,3350.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.45.45-3,шт.,2990х450х450,600.0,3700.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.60.45-1,шт.,2990х600х450,680.0,3600.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.60.45-3,шт.,2990х600х450,680.0,3850.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.60.60-1,шт.,2990х600х600,880.0,4450.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.60.60-3,шт.,2990х600х600,880.0,4650.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.60.60-4,шт.,2990х580х600,880.0,4750.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.60.90-2,шт.,2990х580х900,1475.0,7150.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.60.90-3,шт.,2990х600х900,1475.0,7800.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.90.45-1,шт.,2990х880х450,900.0,5000.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.90.45-15,шт.,2990х880х450,900.0,5950.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.90.45-3,шт.,2990х880х450,900.0,5250.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.90.45-4,шт.,2990х880х450,900.0,5400.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.90.60-1,шт.,2990х880х600,1130.0,5950.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.90.60-3,шт.,2990х880х600,1130.0,5950.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.90.60-4,шт.,2990х880х600,1130.0,6150.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.90.90-1,шт.,2990х880х900,1700.0,8150.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 300.90.90-3,шт.,2990х880х900,1700.0,8550.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.120.60-1,шт.,740х1180х600,400.0,2600.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.120.60-3,шт.,740х1180х600,400.0,2550.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.120.60-4,шт.,740х1180х600,400.0,2650.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.120.60-9,шт.,740х1180х600,400.0,3050.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.120.90-3,шт.,740х1180х900,550.0,2800.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.120.90-4,шт.,740х1180х900,550.0,3450.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.150.45-3,шт.,740х1480х450,410.0,2800.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.150.60-3,шт.,740х1480х600,400.0,3350.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.150.60-4,шт.,740х1480х600,400.0,3700.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.150.60-8,шт.,740х1480х600,400.0,3900.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.150.90-1,шт.,740х1480х900,625.0,3550.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.150.90-3,шт.,740х1480х900,625.0,3850.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.150.90-4,шт.,740х1480х900,625.0,4050.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.150.90-6,шт.,740х1480х900,625.0,4450.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.180.60-1,шт.,740х1780х600,630.0,3700.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.180.60-3,шт.,740х1780х600,630.0,3950.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.180.60-4,шт.,740х1780х600,630.0,4100.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.180.90-1,шт.,740х1780х900,750.0,4400.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.180.90-3,шт.,740х1780х900,750.0,4600.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.180.90-4,шт.,740х1780х900,750.0,4900.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.210.90-2,шт.,740х2100х900,880.0,6650.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.300.120-3,шт.,740х3000х1200,1500.0,12150.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.45.30-1,шт.,740х450х300,125.0,800.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.45.45-1,шт.,740х450х450,150.0,950.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.45.45-3,шт.,740х450х450,150.0,950.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.60.45-1,шт.,740х600х450,180.0,1050.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.60.45-2,шт.,740х600х450,180.0,1250.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.60.45-3,шт.,740х600х450,180.0,1350.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.60.60-1,шт.,740х600х600,230.0,1450.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.60.60-3,шт.,740х600х600,230.0,1650.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.60.60-4,шт.,740х600х600,230.0,1750.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.90.45-1,шт.,740х880х450,225.0,1250.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.90.45-3,шт.,740х880х450,225.0,1350.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.90.45-4,шт.,740х880х450,225.0,1500.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.90.60-1,шт.,740х880х600,280.0,1750.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.90.60-3,шт.,740х880х600,280.0,1850.0,Цена с НДС
АРС-БЕТОН,Лотки и водоотвод,ЛК 75.90.60-4,шт.,740х880х600,280.0,2000.0,Цена с НДС
АРС-БЕТОН,Плиты перекрытия,ПК 10,шт.,1200х120,220.0,2700.0,Цена с НДС
АРС-БЕТОН,Плиты перекрытия,ПК 12,шт.,1400х140,450.0,4650.0,Цена с НДС
АРС-БЕТОН,Плиты перекрытия,ПК 15,шт.,1700х140,680.0,6200.0,Цена с НДС
АРС-БЕТОН,Плиты перекрытия,ПК 20,шт.,2200х160,1350.0,13350.0,Цена с НДС
АРС-БЕТОН,Плиты перекрытия,ПК 25,шт.,2740х180,2400.0,29000.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,Б-1,шт.,1160х150х300,125.0,1350.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,Б-2,шт.,1480х200х300,225.0,2450.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,Б-3,шт.,1840х250х300,350.0,3700.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,Б-4,шт.,2160х300х300,475.0,4750.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,Б-5,шт.,2650х300х300,600.0,7050.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,Б-6,шт.,2780х600х300,1250.0,14800.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,Б-7,шт.,3380х350х600,1770.0,22600.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,Б-8,шт.,4250х450х600,2875.0,32600.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,В-10,шт.,1400х1000х100,360.0,2600.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,В-11,шт.,1500х1000х120,460.0,3050.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,В-12,шт.,1600х500х120,240.0,2300.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,В-13,шт.,1700х500х130,280.0,2200.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,В-14,шт.,1800х500х130,290.0,2650.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,В-16,шт.,2000х500х160,400.0,2750.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,В-4,шт.,750х500х60,55.0,570.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,В-5,шт.,850х500х70,75.0,610.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,В-6,шт.,950х500х70,83.0,660.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,В-7,шт.,1050х500х80,100.0,880.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,В-8,шт.,1150х1000х90,265.0,1900.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,В-9,шт.,1300х1000х100,330.0,2500.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВГ-10,шт.,116х102х180,1500.0,8500.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВГ-12,шт.,141х127х198,2050.0,11350.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВГ-15,шт.,166х150х198,2820.0,13500.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВГ-20,шт.,198х200х220,4120.0,28000.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВД-8,шт.,96х80х150,950.0,5200.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 16-12,шт.,1610х1200х160,780.0,4800.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 16-12 (отв),шт.,1610х1200х160,700.0,4400.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 16-18,шт.,1610х1800х160,1150.0,6900.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 16-18 (отв),шт.,1610х1800х160,980.0,6800.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 16-18 (центр.отв),шт.,1610х1800х160,980.0,6800.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 16-6,шт.,1610х600х160,380.0,2350.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 19-12,шт.,1910х1200х160,930.0,5400.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 19-12 (отв),шт.,1910х1200х160,850.0,5000.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 19-18,шт.,1910х1800х160,1380.0,7800.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 19-18 (отв),шт.,1910х1800х160,1180.0,7700.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 19-18 (центр.отв),шт.,1910х1800х160,1180.0,7700.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 19-6,шт.,1910х600х160,430.0,2550.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 22-12,шт.,2210х1200х160,1050.0,6300.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 22-12 (отв),шт.,2210х1200х160,880.0,6150.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 22-12 (центр.отв),шт.,2210х1200х160,880.0,6150.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 22-18,шт.,2210х1800х160,1570.0,8900.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 22-18 (2 отв),шт.,2210х1800х160,1250.0,8800.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 22-18 (отв),шт.,2210х1800х160,1400.0,8850.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 22-18 (центр.отв),шт.,2210х1800х160,1400.0,8850.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 22-6,шт.,2210х600х160,500.0,2900.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 25-12,шт.,2520х1200х220,1630.0,8400.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 25-12 (отв),шт.,2520х1200х220,1350.0,8300.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 25-12 (центр.отв),шт.,2520х1200х220,1350.0,8300.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 25-18,шт.,2520х1800х220,2220.0,11950.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 25-18 (2 отв),шт.,2520х1800х220,1800.0,11550.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 25-18 (отв),шт.,2520х1800х220,2050.0,11750.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 25-18 (центр.отв),шт.,2520х1800х220,2050.0,11750.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 25-6,шт.,2520х600х220,830.0,4750.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 28-12,шт.,2820х1200х220,1820.0,9250.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 28-12 (отв),шт.,2820х1200х220,1550.0,9150.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 28-12 (центр.отв),шт.,2820х1200х220,1550.0,9150.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 28-18,шт.,2820х1800х220,2800.0,13200.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 28-18 (2 отв.),шт.,2820х1800х220,2240.0,12600.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 28-18 (отв),шт.,2820х1800х220,2520.0,12900.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 28-18 (центр.отв),шт.,2820х1800х220,2520.0,12900.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 28-6,шт.,2820х600х220,930.0,5450.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 31-12,шт.,3100х1200х260,2370.0,13200.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 31-12 (отв),шт.,3100х1200х260,2200.0,13000.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 31-12 (центр.отв),шт.,3100х1200х260,2200.0,13000.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 31-18,шт.,3100х1800х260,3560.0,19800.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 31-18 (2 отв),шт.,3100х1800х260,3300.0,19100.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 31-18 (отв),шт.,3100х1800х260,3470.0,19350.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 31-18 (центр.отв),шт.,3100х1800х260,3470.0,19350.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 31-6,шт.,3100х600х260,1200.0,7250.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 34-12,шт.,3400х1200х260,2600.0,14500.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 34-12 (отв),шт.,3400х1200х260,2150.0,14000.0,Цена с НДС
АРС-БЕТОН,Прочие ЖБИ,ВП 34-12 (центр.отв),шт.,3400х1200х260,2150.0,14000.0,Цена с НДС
